id	filename	md5	size	state
e1afd406-5801-4af9-9333-1bf6f9aa1ece	TCGA-LUAD.a5f08ffb-22bc-4fc9-8c4c-5755ed9e7258.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	b37eaeb64db8eda3f207d87dc4fbeb49	16162912	released
88630aba-8645-4955-b480-30c81838b859	f8a1dce9-2191-4ca2-b806-eed5d28c402b.somatic.SV.bedpe	497144d12b3080bca3817f9518469af9	462820	released
53237c3c-77f2-4943-ba8a-a4d54898715b	6ba4e857-c4f6-4276-b47b-ded41a3fe1d1.mirbase21.isoforms.quantification.txt	3c44e8812b3639650492962ce5d47ef9	504460	released
144d0a06-79fa-474b-b669-7c956e49fab8	RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_B01_1245250.birdseed.data.txt	def2db1bf2964aecbc9bfd3b01b3c154	20851972	released
aa459cfb-81f9-4f7e-90ad-d3f1ea42ebf0	b39231bc-f26c-4fc4-aa7a-8f4e75942e8a.wxs.Pindel.aliquot.maf.gz	08643094863df9bd389bd7725fd95ba0	156848	released
9236a5da-26f4-43cc-b167-daa1cd768b7e	87f66aa6-7b09-4c68-b887-cdf97985aa55.wxs.VarScan2.aliquot.maf.gz	7e646bfbf00f4096c351105212dd43b3	1202153	released
f21a1c73-bb66-4dc3-b2b0-6858993fba23	TCGA_LUAD.15535b8e-4224-44d9-ac65-e6f18ea7c5e9.wgs.VarScan2.somatic_annotation.vcf.gz	54345bea9b34d45c8601caaefda35dda	28269773	released
7a40eeaf-3192-4c70-8d4e-4405093914f8	461cd8f2-fe53-448d-b6a9-0a95792464c7.rna_seq.chimeric.gdc_realn.bam	ba7099ee3001d7c92362289b068d8641	89740808	released
03eacfbd-0cb2-4fd3-8005-1f18e153788f	TCGA-LUAD.3e2f489f-0b9a-4ae1-8d8f-f452e3765146.gene_level_copy_number.v36.tsv	657560f33a259c96fca0371abccdd3f4	3449839	released
980cadd9-3b7b-45e7-9b5f-99c8a509817a	TCGA-LUAD.067b885b-f22d-4de8-bb35-6235bc797092.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	24bd0f84a77dc879fbb91d901f2af970	16281222	released
1ec9435b-6056-4d34-802d-a4d20208f60e	TCGA-86-8358-01Z-00-DX1.C50100F8-9414-4A06-BEDF-93E7B01B24D6.svs	43d50d2cdac4841b2e6ed5431e7cfc3a	488534223	released
c973bff0-b76b-4b6e-b8ff-e05def1d1c1d	RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_B03_1245236.CEL	a08f8e835664370992aa937c73764f2e	69098617	released
feea05a7-f6d2-4a4c-b1bb-75988c93aa64	nationwidechildrens.org_biospecimen.TCGA-86-8358.xml	3551046da617da889d740c1426a394aa	64379	released
8b31443c-fab0-4616-ace6-629a017a6e32	TCGA_LUAD.e495ed80-dc77-4172-965a-4d1747f14466.wxs.Pindel.somatic_annotation.vcf.gz	4f935fc0440fe1536a0df96a326cb3a9	124709	released
b773c378-a6dc-4a6b-8232-03e723bb224f	TCGA-86-8358.BDFC4CA3-CE4F-4206-B3FF-3733DF596E9D.PDF	b4c95688d0c5dd07bee8e8dfdc38b755	32769	released
9ce27f00-48ae-4e85-959a-0825a33636fd	87645fae-ab05-48d8-a2f8-333b1f13f5c3_noid_Red.idat	93b87e5844683f9754ce2cc6a9c87c48	14370336	released
121edaf1-0400-4cf6-8e1f-05c62c41cae2	TCGA_LUAD.5e7f4a4f-11d7-4f0a-a647-688106ca1df4.wgs.VarScan2.somatic_annotation.vcf.gz	510f37a329989e95e6d926b9a711279f	38888191	released
b5313b94-60b6-4238-9402-0f601cdf24f7	2a6c0304-2521-4f9b-8768-72fd6378b657_wgs_gdc_realn.cr.igv.reheader.seg.txt	ae17cbcb4b3d520e91af7bd7662af1a6	388587	released
51f169cb-b562-428f-81f7-d0d8ead40cf5	33b39812-abe3-453b-ad88-e50f2ce4ef72.somatic.SV.bedpe	a618c44da3f457faab794af7050d5f36	513558	released
2075df96-ea89-4ad4-8f60-3683dba003d4	TCGA-LUAD.c743932e-ef91-4f82-a169-1999ca18ae81.star_fusion.rna_fusion.bedpe	1b88a6809a3c3be290fd11dfe2bbe11a	2586	released
66d8f39d-83ef-4c44-9b95-64f5a6251ac6	65f87bd8-f813-44f8-8075-a714af5deecd_noid_Grn.idat	d17cf24c598e6c921f0315c126501d96	8095278	released
ba8970f6-31be-4f9e-9eff-ea63b1589a5a	a30542cd-932f-4861-892e-2afe5dae9eb5.wxs.muse.raw_somatic_mutation.vcf.gz	7c538fe12c00240ec6a6e14d6a510854	92567	released
9076c6fc-1021-498f-943b-cf6bb7e116b6	a30542cd-932f-4861-892e-2afe5dae9eb5.wxs.mutect2.raw_somatic_mutation.vcf.gz	88763ce20fa29720812909f58d4dd83c	445358	released
fe506126-1126-476b-8381-2f1930f06741	2a6c0304-2521-4f9b-8768-72fd6378b657_wgs_gdc_realn.bam	326b4099585ae54033a1e0d85e8daad0	399539447223	released
